_collected_at,airline,arrAirport,arrAirportEng,arrvAirportCode,codeshare,depAirport,depAirportCode,depAirportEng,estimateddatetime,fgenTime,fid,flightid,io,line,masterflightid,rmkKor,scheduledatetime,searchday
2026-09-19T22:18:24+09:00,대한항공,부산/김해,GIMHAE,PUS,N,서울/김포,GMP,GIMPO,202609170717,20260917235907,0000000000000012810160,KE1803,O,국내,,출발,202609170700,20260917
2026-09-19T22:18:24+09:00,아시아나항공,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609170741,20260917235907,0000000000000013194344,OZ8803,O,국내,BX8803,출발,202609170720,20260917
2026-09-19T22:18:24+09:00,에어부산,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609170741,20260917235905,0000000000000013194344,BX8803,O,국내,BX8803,출발,202609170720,20260917
2026-09-19T22:18:24+09:00,대한항공,부산/김해,GIMHAE,PUS,N,서울/김포,GMP,GIMPO,202609170814,20260917235906,0000000000000012824592,KE1807,O,국내,,출발,202609170805,20260917
2026-09-19T22:18:24+09:00,아시아나항공,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609170920,20260917235907,0000000000000013131303,OZ8807,O,국내,BX8807,출발,202609170905,20260917
2026-09-19T22:18:24+09:00,에어부산,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609170920,20260917235904,0000000000000013131303,BX8807,O,국내,BX8807,출발,202609170905,20260917
2026-09-19T22:18:24+09:00,대한항공,부산/김해,GIMHAE,PUS,N,서울/김포,GMP,GIMPO,202609171042,20260917235905,0000000000000012828192,KE1811,O,국내,,출발,202609171030,20260917
2026-09-19T22:18:24+09:00,아시아나항공,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609171101,20260917235907,0000000000000012789038,OZ8809,O,국내,BX8809,출발,202609171040,20260917
2026-09-19T22:18:24+09:00,에어부산,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609171101,20260917235905,0000000000000012789038,BX8809,O,국내,BX8809,출발,202609171040,20260917
2026-09-19T22:18:24+09:00,트리니티항공,부산/김해,GIMHAE,PUS,N,서울/김포,GMP,GIMPO,202609171227,20260917235906,0000000000000013035788,TW923,O,국내,,출발,202609171050,20260917
2026-09-19T22:18:24+09:00,에어부산,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609171220,20260917235907,0000000000000012789458,BX8811,O,국내,BX8811,출발,202609171140,20260917
2026-09-19T22:18:24+09:00,아시아나항공,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609171220,20260917235907,0000000000000012789458,OZ8811,O,국내,BX8811,출발,202609171140,20260917
2026-09-19T22:18:24+09:00,아시아나항공,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609171254,20260917235907,0000000000000012789878,OZ8813,O,국내,BX8813,출발,202609171240,20260917
2026-09-19T22:18:24+09:00,에어부산,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609171254,20260917235905,0000000000000012789878,BX8813,O,국내,BX8813,출발,202609171240,20260917
2026-09-19T22:18:24+09:00,대한항공,부산/김해,GIMHAE,PUS,N,서울/김포,GMP,GIMPO,202609171415,20260917235906,0000000000000013090335,KE1819,O,국내,,출발,202609171400,20260917
2026-09-19T22:18:24+09:00,에어부산,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609171439,20260917235907,0000000000000013121674,BX8817,O,국내,BX8817,출발,202609171420,20260917
2026-09-19T22:18:24+09:00,아시아나항공,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609171439,20260917235907,0000000000000013121674,OZ8817,O,국내,BX8817,출발,202609171420,20260917
2026-09-19T22:18:24+09:00,트리니티항공,부산/김해,GIMHAE,PUS,N,서울/김포,GMP,GIMPO,202609171613,20260917235905,0000000000000013115201,TW925,O,국내,,출발,202609171455,20260917
2026-09-19T22:18:24+09:00,에어부산,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609171658,20260917235905,0000000000000013131535,BX8821,O,국내,BX8821,출발,202609171640,20260917
2026-09-19T22:18:24+09:00,아시아나항공,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609171658,20260917235907,0000000000000013131535,OZ8821,O,국내,BX8821,출발,202609171640,20260917
2026-09-19T22:18:24+09:00,대한항공,부산/김해,GIMHAE,PUS,N,서울/김포,GMP,GIMPO,202609171808,20260917235905,0000000000000013090777,KE1827,O,국내,,출발,202609171735,20260917
2026-09-19T22:18:24+09:00,트리니티항공,부산/김해,GIMHAE,PUS,N,서울/김포,GMP,GIMPO,202609171903,20260917235907,0000000000000013114811,TW927,O,국내,,출발,202609171850,20260917
2026-09-19T22:18:24+09:00,제주항공,부산/김해,GIMHAE,PUS,N,서울/김포,GMP,GIMPO,202609172057,20260917235904,0000000000000013139286,7C907,O,국내,,출발,202609171955,20260917
2026-09-19T22:18:24+09:00,아시아나항공,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609172023,20260917235907,0000000000000013131767,OZ8827,O,국내,BX8827,출발,202609172000,20260917
