_collected_at,airline,arrAirport,arrAirportCode,arrAirportEng,arrvAirportCode,codeshare,depAirport,depAirportCode,depAirportEng,estimateddatetime,fgenTime,fid,flightid,io,line,masterflightid,rmkKor,scheduledatetime,searchday
2026-09-21T14:10:27+09:00,이스타항공,부산/김해,PUS,GIMHAE,,N,타이페이/타오위안,TPE,TAOYUAN,202609190602,20260919235907,0000000000000013143902,ZE988,I,국제,,도착,202609190605,20260919
2026-09-21T14:10:27+09:00,베트남항공,부산/김해,PUS,GIMHAE,,N,나트랑,CXR,NHA TRANG,202609190609,20260919235905,0000000000000013171999,VN434,I,국제,,도착,202609190605,20260919
2026-09-21T14:10:27+09:00,이스타항공,부산/김해,PUS,GIMHAE,,N,타이페이/타오위안,TPE,TAOYUAN,202609190612,20260919235907,0000000000000013143668,ZE984,I,국제,,도착,202609190610,20260919
2026-09-21T14:10:27+09:00,제주항공,부산/김해,PUS,GIMHAE,,N,타이페이/타오위안,TPE,TAOYUAN,202609190615,20260919235905,0000000000000012710331,7C6154,I,국제,,도착,202609190610,20260919
2026-09-21T14:10:27+09:00,진에어,부산/김해,PUS,GIMHAE,,N,타이페이/타오위안,TPE,TAOYUAN,202609190605,20260919235905,0000000000000012722247,LJ752,I,국제,,도착,202609190615,20260919
2026-09-21T14:10:27+09:00,에어부산,부산/김해,PUS,GIMHAE,,N,나트랑,CXR,NHA TRANG,202609190626,20260919235905,0000000000000013120268,BX782,I,국제,,도착,202609190620,20260919
2026-09-21T14:10:27+09:00,트리니티항공,부산/김해,PUS,GIMHAE,,N,홍콩,HKG,HONG KONG,202609190642,20260919235904,0000000000000013115535,TW640,I,국제,,도착,202609190620,20260919
2026-09-21T14:10:27+09:00,에어부산,부산/김해,PUS,GIMHAE,,N,울란바토르/칭기스칸,UBN,ULAANBAATAR,202609190634,20260919235906,0000000000000013194221,BX412,I,국제,,도착,202609190620,20260919
2026-09-21T14:10:27+09:00,에어부산,부산/김해,PUS,GIMHAE,,N,방콕/수완나품,BKK,BANGKOK,202609190623,20260919235905,0000000000000013176528,BX726,I,국제,,도착,202609190620,20260919
2026-09-21T14:10:27+09:00,대한항공,부산/김해,PUS,GIMHAE,,N,베이징(서우두)/서우두,PEK,BEIJING CAPITAL,202609190632,20260919235906,0000000000000012857732,KE2062,I,국제,,도착,202609190630,20260919
2026-09-21T14:10:27+09:00,에어부산,부산/김해,PUS,GIMHAE,,N,마카오,MFM,MACAU,202609190621,20260919235905,0000000000000013119293,BX382,I,국제,,도착,202609190630,20260919
2026-09-21T14:10:27+09:00,진에어,부산/김해,PUS,GIMHAE,,N,울란바토르/칭기스칸,UBN,ULAANBAATAR,202609190618,20260919235905,0000000000000013194348,LJ782,I,국제,,도착,202609190630,20260919
2026-09-21T14:10:27+09:00,버진오스트레일리아항공,부산/김해,PUS,GIMHAE,,Y,싱가폴/싱가포르,SIN,SINGAPORE,202609190636,20260919235907,0000000000000013008675,VA5846,I,국제,SQ616,도착,202609190635,20260919
2026-09-21T14:10:27+09:00,아시아나항공,부산/김해,PUS,GIMHAE,,Y,싱가폴/싱가포르,SIN,SINGAPORE,202609190636,20260919235907,0000000000000013008675,OZ6786,I,국제,SQ616,도착,202609190635,20260919
2026-09-21T14:10:27+09:00,싱가포르항공,부산/김해,PUS,GIMHAE,,Y,싱가폴/싱가포르,SIN,SINGAPORE,202609190636,20260919235905,0000000000000013008675,SQ616,I,국제,SQ616,도착,202609190635,20260919
2026-09-21T14:10:27+09:00,에어인디아,부산/김해,PUS,GIMHAE,,Y,싱가폴/싱가포르,SIN,SINGAPORE,202609190636,20260919235907,0000000000000013008675,AI8248,I,국제,SQ616,도착,202609190635,20260919
2026-09-21T14:10:27+09:00,진에어,부산/김해,PUS,GIMHAE,,N,나트랑,CXR,NHA TRANG,202609190648,20260919235906,0000000000000013135250,LJ116,I,국제,,도착,202609190640,20260919
2026-09-21T14:10:27+09:00,비엣젯항공,부산/김해,PUS,GIMHAE,,N,푸꼭(푸국)/푸꾸옥,PQC,PHU QUOC AIRPORT,202609190629,20260919235906,0000000000000013170167,VJ968,I,국제,,도착,202609190640,20260919
2026-09-21T14:10:27+09:00,제주항공,부산/김해,PUS,GIMHAE,,N,상하이/푸동,PVG,PUDONG,202609190640,20260919235905,0000000000000012708253,7C8352,I,국제,,도착,202609190640,20260919
2026-09-21T14:10:27+09:00,비엣젯항공,부산/김해,PUS,GIMHAE,,N,호치민/호찌민,SGN,HO CHI MINH,202609190743,20260919235906,0000000000000013152263,VJ868,I,국제,,도착,202609190655,20260919
2026-09-21T14:10:27+09:00,에어부산,부산/김해,PUS,GIMHAE,,N,세부,CEB,CEBU,202609190645,20260919235906,0000000000000013195914,BX712,I,국제,,도착,202609190655,20260919
2026-09-21T14:10:27+09:00,캐세이퍼시픽항공,부산/김해,PUS,GIMHAE,,Y,홍콩,HKG,HONG KONG,202609190650,20260919235907,0000000000000013087629,CX5604,I,국제,UO604,도착,202609190700,20260919
2026-09-21T14:10:27+09:00,홍콩익스프레스,부산/김해,PUS,GIMHAE,,Y,홍콩,HKG,HONG KONG,202609190650,20260919235904,0000000000000013087629,UO604,I,국제,UO604,도착,202609190700,20260919
2026-09-21T14:10:27+09:00,베트남항공,부산/김해,PUS,GIMHAE,,N,하노이,HAN,HANOI,202609190659,20260919235905,0000000000000013195841,VN428,I,국제,,도착,202609190705,20260919
2026-09-21T14:10:27+09:00,비엣젯항공,부산/김해,PUS,GIMHAE,,N,하노이,HAN,HANOI,202609190709,20260919235906,0000000000000013125114,VJ982,I,국제,,도착,202609190710,20260919
