_collected_at,airline,arrAirport,arrAirportEng,arrvAirportCode,codeshare,depAirport,depAirportCode,depAirportEng,estimateddatetime,fgenTime,fid,flightid,io,line,masterflightid,rmkKor,scheduledatetime,searchday
2026-09-13T22:31:58+09:00,대한항공,부산/김해,GIMHAE,PUS,N,서울/김포,GMP,GIMPO,202609120708,20260912235907,0000000000000013162446,KE1803,O,국내,,출발,202609120700,20260912
2026-09-13T22:31:58+09:00,아시아나항공,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609120732,20260912235904,0000000000000013173754,OZ8803,O,국내,BX8803,출발,202609120720,20260912
2026-09-13T22:31:58+09:00,에어부산,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609120732,20260912235906,0000000000000013173754,BX8803,O,국내,BX8803,출발,202609120720,20260912
2026-09-13T22:31:58+09:00,대한항공,부산/김해,GIMHAE,PUS,N,서울/김포,GMP,GIMPO,202609120815,20260912235905,0000000000000012824582,KE1807,O,국내,,출발,202609120805,20260912
2026-09-13T22:31:58+09:00,에어부산,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609120913,20260912235907,0000000000000013131293,BX8807,O,국내,BX8807,출발,202609120905,20260912
2026-09-13T22:31:58+09:00,아시아나항공,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609120913,20260912235904,0000000000000013131293,OZ8807,O,국내,BX8807,출발,202609120905,20260912
2026-09-13T22:31:58+09:00,대한항공,부산/김해,GIMHAE,PUS,N,서울/김포,GMP,GIMPO,202609121043,20260912235905,0000000000000012828182,KE1811,O,국내,,출발,202609121030,20260912
2026-09-13T22:31:58+09:00,에어부산,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609121049,20260912235904,0000000000000012789028,BX8809,O,국내,BX8809,출발,202609121040,20260912
2026-09-13T22:31:58+09:00,아시아나항공,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609121049,20260912235904,0000000000000012789028,OZ8809,O,국내,BX8809,출발,202609121040,20260912
2026-09-13T22:31:58+09:00,트리니티항공,부산/김해,GIMHAE,PUS,N,서울/김포,GMP,GIMPO,202609121109,20260912235905,0000000000000013035784,TW923,O,국내,,출발,202609121050,20260912
2026-09-13T22:31:58+09:00,아시아나항공,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609121149,20260912235904,0000000000000012789448,OZ8811,O,국내,BX8811,출발,202609121140,20260912
2026-09-13T22:31:58+09:00,에어부산,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609121149,20260912235907,0000000000000012789448,BX8811,O,국내,BX8811,출발,202609121140,20260912
2026-09-13T22:31:58+09:00,에어부산,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609121253,20260912235906,0000000000000012789868,BX8813,O,국내,BX8813,출발,202609121240,20260912
