_collected_at,airline,arrAirport,arrAirportEng,arrvAirportCode,codeshare,depAirport,depAirportCode,depAirportEng,estimateddatetime,fgenTime,fid,flightid,io,line,masterflightid,rmkKor,scheduledatetime,searchday
2026-09-16T12:06:05+09:00,대한항공,부산/김해,GIMHAE,PUS,N,서울/김포,GMP,GIMPO,202609150711,20260915235905,0000000000000012810156,KE1803,O,국내,,출발,202609150700,20260915
2026-09-16T12:06:05+09:00,아시아나항공,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609150729,20260915235905,0000000000000012788228,OZ8803,O,국내,BX8803,출발,202609150720,20260915
2026-09-16T12:06:05+09:00,에어부산,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609150729,20260915235906,0000000000000012788228,BX8803,O,국내,BX8803,출발,202609150720,20260915
2026-09-16T12:06:05+09:00,대한항공,부산/김해,GIMHAE,PUS,N,서울/김포,GMP,GIMPO,202609150810,20260915235906,0000000000000012824588,KE1807,O,국내,,출발,202609150805,20260915
2026-09-16T12:06:05+09:00,에어부산,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609150919,20260915235907,0000000000000013131299,BX8807,O,국내,BX8807,출발,202609150905,20260915
2026-09-16T12:06:05+09:00,아시아나항공,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609150919,20260915235906,0000000000000013131299,OZ8807,O,국내,BX8807,출발,202609150905,20260915
2026-09-16T12:06:05+09:00,대한항공,부산/김해,GIMHAE,PUS,N,서울/김포,GMP,GIMPO,202609151039,20260915235904,0000000000000012828188,KE1811,O,국내,,출발,202609151030,20260915
2026-09-16T12:06:05+09:00,아시아나항공,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609151101,20260915235907,0000000000000012789034,OZ8809,O,국내,BX8809,출발,202609151040,20260915
2026-09-16T12:06:05+09:00,에어부산,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609151101,20260915235904,0000000000000012789034,BX8809,O,국내,BX8809,출발,202609151040,20260915
2026-09-16T12:06:05+09:00,트리니티항공,부산/김해,GIMHAE,PUS,N,서울/김포,GMP,GIMPO,202609151103,20260915235906,0000000000000013035786,TW923,O,국내,,출발,202609151050,20260915
2026-09-16T12:06:05+09:00,아시아나항공,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609151201,20260915235907,0000000000000012789454,OZ8811,O,국내,BX8811,출발,202609151140,20260915
2026-09-16T12:06:05+09:00,에어부산,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609151201,20260915235905,0000000000000012789454,BX8811,O,국내,BX8811,출발,202609151140,20260915
2026-09-16T12:06:05+09:00,아시아나항공,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609151252,20260915235905,0000000000000012789874,OZ8813,O,국내,BX8813,출발,202609151240,20260915
2026-09-16T12:06:05+09:00,에어부산,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609151252,20260915235906,0000000000000012789874,BX8813,O,국내,BX8813,출발,202609151240,20260915
2026-09-16T12:06:05+09:00,에어부산,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609151252,20260915235906,0000000000000012789874,BX8813,O,국내,BX8813,출발,202609151240,20260915
2026-09-16T12:06:05+09:00,대한항공,부산/김해,GIMHAE,PUS,N,서울/김포,GMP,GIMPO,202609151407,20260915235905,0000000000000013090331,KE1819,O,국내,,출발,202609151400,20260915
2026-09-16T12:06:05+09:00,아시아나항공,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609151432,20260915235907,0000000000000013121670,OZ8817,O,국내,BX8817,출발,202609151420,20260915
2026-09-16T12:06:05+09:00,에어부산,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609151432,20260915235905,0000000000000013121670,BX8817,O,국내,BX8817,출발,202609151420,20260915
2026-09-16T12:06:05+09:00,트리니티항공,부산/김해,GIMHAE,PUS,N,서울/김포,GMP,GIMPO,202609151504,20260915235906,0000000000000013115153,TW925,O,국내,,출발,202609151450,20260915
2026-09-16T12:06:05+09:00,에어부산,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609151700,20260915235906,0000000000000013131531,BX8821,O,국내,BX8821,출발,202609151640,20260915
2026-09-16T12:06:05+09:00,아시아나항공,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609151700,20260915235905,0000000000000013131531,OZ8821,O,국내,BX8821,출발,202609151640,20260915
2026-09-16T12:06:05+09:00,대한항공,부산/김해,GIMHAE,PUS,N,서울/김포,GMP,GIMPO,202609151748,20260915235906,0000000000000013090773,KE1827,O,국내,,출발,202609151735,20260915
2026-09-16T12:06:05+09:00,트리니티항공,부산/김해,GIMHAE,PUS,N,서울/김포,GMP,GIMPO,202609151903,20260915235905,0000000000000013114807,TW927,O,국내,,출발,202609151850,20260915
2026-09-16T12:06:05+09:00,에어부산,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609152033,20260915235906,0000000000000013131763,BX8827,O,국내,BX8827,출발,202609152000,20260915
2026-09-16T12:06:05+09:00,아시아나항공,부산/김해,GIMHAE,PUS,Y,서울/김포,GMP,GIMPO,202609152033,20260915235905,0000000000000013131763,OZ8827,O,국내,BX8827,출발,202609152000,20260915
2026-09-16T12:06:05+09:00,제주항공,부산/김해,GIMHAE,PUS,N,제주,CJU,JEJU,202609150811,20260915235907,0000000000000012774854,7C502,O,국내,,출발,202609150750,20260915
2026-09-16T12:06:05+09:00,대한항공,부산/김해,GIMHAE,PUS,N,제주,CJU,JEJU,202609150855,20260915235905,0000000000000012842528,KE1512,O,국내,,출발,202609150845,20260915
2026-09-16T12:06:05+09:00,아시아나항공,부산/김해,GIMHAE,PUS,Y,제주,CJU,JEJU,202609150928,20260915235907,0000000000000012797734,OZ8106,O,국내,BX8106,출발,202609150910,20260915
2026-09-16T12:06:05+09:00,에어부산,부산/김해,GIMHAE,PUS,Y,제주,CJU,JEJU,202609150928,20260915235906,0000000000000012797734,BX8106,O,국내,BX8106,출발,202609150910,20260915
2026-09-16T12:06:05+09:00,아시아나항공,부산/김해,GIMHAE,PUS,Y,제주,CJU,JEJU,202609150957,20260915235907,0000000000000012797862,OZ8102,O,국내,BX8102,출발,202609150930,20260915
2026-09-16T12:06:05+09:00,에어부산,부산/김해,GIMHAE,PUS,Y,제주,CJU,JEJU,202609150957,20260915235905,0000000000000012797862,BX8102,O,국내,BX8102,출발,202609150930,20260915
2026-09-16T12:06:05+09:00,에어부산,부산/김해,GIMHAE,PUS,Y,제주,CJU,JEJU,202609151012,20260915235905,0000000000000012798454,BX8136,O,국내,BX8136,출발,202609150945,20260915
2026-09-16T12:06:05+09:00,아시아나항공,부산/김해,GIMHAE,PUS,Y,제주,CJU,JEJU,202609151012,20260915235907,0000000000000012798454,OZ8136,O,국내,BX8136,출발,202609150945,20260915
